t,o,h,l,c
1637124600,1.1299,1.13005,1.12986,1.13003
1637124660,1.13002,1.13009,1.13002,1.13004
1637124720,1.13003,1.13003,1.12985,1.12993
1637124780,1.1299,1.12998,1.12988,1.12998
1637124840,1.12999,1.13003,1.12998,1.13003
1637124900,1.13004,1.13005,1.12987,1.12988
1637124960,1.12987,1.12989,1.12973,1.12974
1637125020,1.12976,1.12977,1.12971,1.12973
1637125080,1.12974,1.12974,1.12953,1.12955
1637125140,1.12956,1.12979,1.12953,1.12979
1637125200,1.12978,1.13022,1.12976,1.13018
1637125260,1.13017,1.13024,1.13009,1.13017
1637125320,1.13016,1.13016,1.13004,1.13008
1637125380,1.13007,1.13008,1.12994,1.12996
1637125440,1.12999,1.13006,1.12998,1.13006
1637125500,1.13007,1.13014,1.13004,1.13014
1637125560,1.13013,1.1302,1.13013,1.13013
1637125620,1.13012,1.13013,1.12994,1.12999
1637125680,1.12999,1.13008,1.12999,1.13006
1637125740,1.13004,1.13008,1.13,1.13006
1637125800,1.13006,1.13009,1.12997,1.12997
1637125860,1.12994,1.13,1.1298,1.12983
1637125920,1.12982,1.12982,1.12971,1.12976
1637125980,1.12979,1.12989,1.12979,1.12984
1637126040,1.12984,1.12987,1.12982,1.12982
1637126100,1.12977,1.12978,1.12974,1.12974
1637126160,1.12973,1.12974,1.1296,1.12963
1637126220,1.12964,1.12965,1.12963,1.12964
1637126280,1.12965,1.12968,1.12952,1.12953
1637126340,1.1295,1.12952,1.12919,1.12921
1637126400,1.1292,1.1293,1.1292,1.12923
1637126460,1.12921,1.12921,1.12912,1.12912
1637126520,1.12915,1.12939,1.12915,1.12935
1637126580,1.12934,1.12936,1.12926,1.12935
1637126640,1.12934,1.12936,1.12928,1.12936
1637126700,1.12933,1.12933,1.12921,1.12924
1637126760,1.12923,1.12928,1.12918,1.1292
1637126820,1.12919,1.12921,1.12914,1.12914
1637126880,1.12916,1.12921,1.12912,1.12914
1637126940,1.12915,1.12915,1.12912,1.12914
1637127000,1.12914,1.12945,1.12912,1.12945
1637127060,1.12944,1.12946,1.12939,1.12941
1637127120,1.12943,1.12945,1.12939,1.12945
1637127180,1.12946,1.1295,1.12941,1.12946
1637127240,1.12946,1.12961,1.12946,1.12961
1637127300,1.1296,1.12961,1.12954,1.1296
1637127360,1.12959,1.1297,1.12959,1.1297
1637127420,1.12969,1.12976,1.12965,1.12973
1637127480,1.12974,1.12974,1.12965,1.12969
1637127540,1.12968,1.12969,1.12962,1.12969
1637127600,1.12971,1.12973,1.12962,1.12968
1637127660,1.12967,1.12974,1.12967,1.12973
1637127720,1.12974,1.12979,1.12973,1.12978
1637127780,1.12978,1.12989,1.12977,1.12982
1637127840,1.12983,1.12983,1.12972,1.12973
1637127900,1.12976,1.12983,1.1297,1.12974
1637127960,1.12973,1.12979,1.12973,1.12979
1637128020,1.12978,1.12979,1.12958,1.12963
1637128080,1.12964,1.12972,1.12964,1.12971
1637128140,1.12969,1.12983,1.12967,1.12983
1637128200,1.12985,1.12986,1.12978,1.12978
1637128260,1.12974,1.12979,1.12974,1.12979
1637128320,1.12977,1.12977,1.12977,1.12977
1637128380,1.12979,1.1299,1.12979,1.1299
1637128440,1.12988,1.12988,1.12976,1.12978
1637128500,1.12979,1.12979,1.12973,1.12977
1637128560,1.12978,1.12979,1.12973,1.12978
1637128620,1.12977,1.12997,1.12977,1.12997
1637128680,1.12995,1.13,1.12991,1.12997
1637128740,1.12994,1.12995,1.12984,1.12987
1637128800,1.12986,1.12995,1.12982,1.12994
1637128860,1.12998,1.13008,1.12998,1.13004
1637128920,1.13005,1.13008,1.12998,1.13
1637128980,1.13003,1.13015,1.13003,1.13014
1637129040,1.13013,1.13013,1.13003,1.13008
1637129100,1.13007,1.13012,1.13005,1.13006
1637129160,1.13004,1.13008,1.12997,1.12999
1637129220,1.13,1.13014,1.12998,1.13013
1637129280,1.13012,1.13014,1.13,1.13
1637129340,1.13003,1.13004,1.12978,1.12978
1637129400,1.12977,1.12978,1.12963,1.12977
1637129460,1.12978,1.12985,1.12978,1.12983
1637129520,1.12982,1.12982,1.12965,1.12968
1637129580,1.12968,1.12972,1.12952,1.12958
1637129640,1.12961,1.12984,1.12961,1.12984
1637129700,1.12983,1.12983,1.12974,1.12976
1637129760,1.12974,1.12978,1.12972,1.12974
1637129820,1.12974,1.12987,1.12974,1.12986
1637129880,1.12988,1.1299,1.12981,1.1299
1637129940,1.12988,1.12999,1.12983,1.12995
1637130000,1.12994,1.13,1.1299,1.12999
1637130060,1.12999,1.13015,1.12999,1.13009
1637130120,1.13011,1.13021,1.13011,1.13021
1637130180,1.13022,1.13031,1.13018,1.13026
1637130240,1.13025,1.13025,1.13009,1.13013
1637130300,1.13014,1.13021,1.13013,1.13018
1637130360,1.13018,1.1302,1.13011,1.13015
1637130420,1.13017,1.13018,1.13005,1.13006
1637130480,1.13005,1.13009,1.12999,1.13005
1637130540,1.13004,1.13009,1.13004,1.13008
1637130600,1.13007,1.13024,1.13004,1.13023
1637130660,1.13024,1.13028,1.13018,1.13025
1637130720,1.13024,1.13034,1.13023,1.13032
1637130780,1.13033,1.13044,1.13033,1.13035
1637130840,1.13035,1.13041,1.13034,1.13035
1637130900,1.13035,1.13038,1.13028,1.13035
1637130960,1.13033,1.13037,1.13026,1.13031
1637131020,1.1303,1.13039,1.13029,1.13039
1637131080,1.13037,1.13037,1.13026,1.13026
1637131140,1.13027,1.13028,1.13014,1.13015
1637131200,1.13016,1.13021,1.13006,1.13016
1637131260,1.13018,1.13031,1.13016,1.13031
1637131320,1.1303,1.13035,1.13027,1.13027
1637131380,1.13028,1.13031,1.1302,1.13031
1637131440,1.13032,1.13066,1.13032,1.13066
1637131500,1.13065,1.1307,1.13061,1.1307
1637131560,1.13069,1.13074,1.13067,1.13073
1637131620,1.1307,1.1307,1.13058,1.13058
1637131680,1.13056,1.13065,1.13056,1.13065
1637131740,1.13066,1.1307,1.13058,1.13059
1637131800,1.1306,1.1306,1.13048,1.13053
1637131860,1.13052,1.13053,1.13044,1.13046
1637131920,1.13047,1.13049,1.13037,1.13044
1637131980,1.13043,1.1305,1.13035,1.13046
1637132040,1.13044,1.13049,1.1304,1.13044
1637132100,1.13046,1.13051,1.13032,1.13049
1637132160,1.13048,1.13049,1.13026,1.13026
1637132220,1.13029,1.13029,1.13014,1.13018
1637132280,1.13018,1.13024,1.13018,1.13021
1637132340,1.1302,1.13031,1.13018,1.1302
1637132400,1.13018,1.13053,1.12997,1.13004
1637132460,1.13003,1.13035,1.13002,1.13009
1637132520,1.13008,1.13009,1.12994,1.13003
1637132580,1.13004,1.13009,1.12993,1.13007
1637132640,1.13006,1.13015,1.12996,1.12996
1637132700,1.12997,1.13014,1.12993,1.13014
1637132760,1.13018,1.13028,1.13017,1.13026
1637132820,1.13025,1.13027,1.13007,1.13015
1637132880,1.13014,1.13018,1.13008,1.13018
1637132940,1.13017,1.13025,1.13008,1.13025
1637133000,1.13026,1.13038,1.13021,1.13029
1637133060,1.13029,1.13035,1.13028,1.1303
1637133120,1.13031,1.13031,1.12983,1.12983
1637133180,1.12984,1.13018,1.12974,1.13018
1637133240,1.13016,1.1305,1.13014,1.13048
1637133300,1.1305,1.1307,1.13046,1.13053
1637133360,1.13053,1.13066,1.13037,1.13062
1637133420,1.1306,1.13069,1.13057,1.13069
1637133480,1.13067,1.13075,1.13061,1.1307
1637133540,1.1307,1.13087,1.13066,1.13087
1637133600,1.13086,1.13111,1.13085,1.13111
1637133660,1.1311,1.13125,1.13102,1.13119
1637133720,1.1312,1.13121,1.13113,1.13116
1637133780,1.13116,1.1313,1.13114,1.13122
1637133840,1.13123,1.13132,1.1312,1.13128
1637133900,1.13129,1.13141,1.13118,1.13132
1637133960,1.13132,1.1314,1.13131,1.13136
1637134020,1.13138,1.13144,1.13123,1.13131
1637134080,1.1313,1.13141,1.13126,1.13139
1637134140,1.1314,1.13147,1.13127,1.13127
1637134200,1.13126,1.13129,1.1312,1.13123
1637134260,1.13123,1.13155,1.13123,1.13147
1637134320,1.13145,1.13158,1.13138,1.13155
1637134380,1.13149,1.13164,1.13149,1.1316
1637134440,1.13158,1.1317,1.13149,1.13151
1637134500,1.13149,1.13152,1.13144,1.13147
1637134560,1.13144,1.13144,1.13119,1.13121
1637134620,1.13123,1.13134,1.13116,1.13132
1637134680,1.13132,1.13135,1.13125,1.13131
1637134740,1.1313,1.1313,1.13118,1.13123
1637134800,1.13122,1.13125,1.13113,1.13117
1637134860,1.13114,1.13129,1.13113,1.13129
1637134920,1.13127,1.13127,1.13109,1.13112
1637134980,1.13112,1.13117,1.1311,1.13112
1637135040,1.13111,1.13113,1.13106,1.13113
1637135100,1.13112,1.13112,1.13096,1.13097
1637135160,1.13097,1.13114,1.13093,1.13107
1637135220,1.13108,1.13108,1.13088,1.13094
1637135280,1.13093,1.13093,1.13079,1.13083
1637135340,1.13082,1.13083,1.13072,1.13078
1637135400,1.13077,1.13084,1.1307,1.13074
1637135460,1.13076,1.13079,1.13072,1.13075
1637135520,1.13074,1.13094,1.1307,1.13084
1637135580,1.13082,1.13088,1.13081,1.13082
1637135640,1.13079,1.13079,1.13063,1.13068
1637135700,1.13067,1.13068,1.13035,1.13043
1637135760,1.1304,1.1304,1.13022,1.13032
1637135820,1.13032,1.13033,1.13009,1.13009
1637135880,1.13009,1.13024,1.12994,1.13023
1637135940,1.13024,1.13033,1.13014,1.13024
1637136000,1.13022,1.13028,1.12988,1.13024
1637136060,1.13023,1.13043,1.13014,1.1304
1637136120,1.13041,1.13061,1.13033,1.1305
1637136180,1.13051,1.13053,1.13023,1.13023
1637136240,1.13024,1.13037,1.13015,1.13022
1637136300,1.13023,1.13039,1.13015,1.13028
1637136360,1.13027,1.13031,1.13004,1.13009
1637136420,1.13009,1.13039,1.13006,1.13031
1637136480,1.13032,1.1305,1.13032,1.13044
1637136540,1.13043,1.13052,1.1303,1.13044
1637136600,1.13043,1.13061,1.13042,1.13048
1637136660,1.13049,1.13064,1.13047,1.13063
1637136720,1.13063,1.13088,1.13063,1.13086
1637136780,1.13085,1.1309,1.1307,1.1309
1637136840,1.13088,1.1309,1.13079,1.13085
1637136900,1.13086,1.13088,1.13073,1.13079
1637136960,1.13081,1.13082,1.13064,1.13074
1637137020,1.13075,1.13088,1.13073,1.13085
1637137080,1.13084,1.13116,1.13084,1.13114
1637137140,1.13113,1.13149,1.13113,1.13149
1637137200,1.13148,1.13149,1.13126,1.13131
1637137260,1.13132,1.13137,1.13128,1.13128
1637137320,1.13126,1.13143,1.13121,1.13142
1637137380,1.13147,1.13161,1.13143,1.13158
1637137440,1.13158,1.13174,1.13158,1.13165
1637137500,1.13166,1.13185,1.13165,1.1318
1637137560,1.13176,1.13183,1.13176,1.1318
1637137620,1.13181,1.13191,1.13167,1.1317
1637137680,1.13169,1.13187,1.13167,1.13186
1637137740,1.13187,1.1319,1.13174,1.13184
1637137800,1.13183,1.13183,1.13172,1.13175
1637137860,1.13176,1.13179,1.1317,1.13175
1637137920,1.13173,1.13193,1.13173,1.1318
1637137980,1.13175,1.13181,1.13173,1.13178
1637138040,1.13179,1.13182,1.13176,1.13178
1637138100,1.13179,1.1318,1.13156,1.13158
1637138160,1.1316,1.13161,1.13139,1.13139
1637138220,1.13139,1.13139,1.13123,1.13123
1637138280,1.13122,1.13126,1.13113,1.13125
1637138340,1.13126,1.13139,1.13119,1.13132
1637138400,1.13136,1.13136,1.13123,1.13132
1637138460,1.13132,1.13136,1.13125,1.13136
1637138520,1.13135,1.13149,1.13127,1.13149
1637138580,1.13149,1.13149,1.13143,1.13149
1637138640,1.13151,1.13175,1.13151,1.13161
1637138700,1.13158,1.13169,1.13158,1.13167
1637138760,1.13169,1.13176,1.13166,1.13175
1637138820,1.13172,1.13174,1.13155,1.13156
1637138880,1.13158,1.13158,1.13142,1.13149
1637138940,1.13147,1.13156,1.13147,1.13149
1637139000,1.13148,1.13174,1.13147,1.13166
1637139060,1.13163,1.13172,1.13158,1.1316
1637139120,1.13161,1.13185,1.13157,1.1318
1637139180,1.13181,1.13207,1.1318,1.13199
1637139240,1.13197,1.13197,1.13182,1.13186
1637139300,1.13185,1.13193,1.13182,1.13189
1637139360,1.13187,1.13187,1.13169,1.13174
1637139420,1.13173,1.13191,1.13166,1.13184
1637139480,1.13188,1.13195,1.13175,1.13176
1637139540,1.13175,1.13176,1.13164,1.1317
1637139600,1.13173,1.13183,1.13155,1.1316
1637139660,1.13158,1.13175,1.13151,1.13161
1637139720,1.1316,1.1316,1.13142,1.13156
1637139780,1.13155,1.13155,1.13138,1.13144
1637139840,1.13145,1.13149,1.13139,1.13141
1637139900,1.13144,1.13149,1.13132,1.13134
1637139960,1.13132,1.13151,1.13129,1.13151
1637140020,1.13149,1.13176,1.13148,1.1317
1637140080,1.13172,1.13175,1.1316,1.1316
1637140140,1.13157,1.13164,1.13147,1.13149
1637140200,1.13151,1.13151,1.13137,1.13139
1637140260,1.13139,1.13154,1.13132,1.13149
1637140320,1.13151,1.13153,1.13121,1.13127
1637140380,1.13126,1.13132,1.13118,1.13118
1637140440,1.13119,1.13126,1.13114,1.1312
1637140500,1.13119,1.13126,1.13111,1.13114
1637140560,1.13112,1.13131,1.13112,1.1313
1637140620,1.13129,1.1313,1.13114,1.13114
1637140680,1.13114,1.13114,1.131,1.13108
1637140740,1.13107,1.13127,1.13106,1.13125
1637140800,1.13126,1.1313,1.13116,1.13129
1637140860,1.13128,1.13137,1.13123,1.13128
1637140920,1.13127,1.13132,1.1312,1.13127
1637140980,1.13123,1.13125,1.13116,1.13121
1637141040,1.1312,1.13132,1.13108,1.13131
1637141100,1.13132,1.13132,1.13114,1.13116
1637141160,1.13116,1.13125,1.13114,1.13123
1637141220,1.13122,1.13134,1.13107,1.13117
1637141280,1.13116,1.1312,1.13112,1.13114
1637141340,1.13116,1.13116,1.13099,1.13108
1637141400,1.13107,1.1311,1.131,1.13103
1637141460,1.13102,1.13107,1.13097,1.13107
1637141520,1.13106,1.13106,1.13076,1.13096
1637141580,1.13097,1.13106,1.13097,1.13106
1637141640,1.13105,1.13106,1.13095,1.13097
1637141700,1.131,1.13111,1.13095,1.13108
1637141760,1.13109,1.13111,1.13091,1.13095
1637141820,1.13094,1.131,1.13087,1.13097
1637141880,1.13097,1.13105,1.13095,1.13099
1637141940,1.13097,1.131,1.13088,1.13094
1637142000,1.13095,1.13097,1.13088,1.13088
1637142060,1.13086,1.13118,1.13083,1.13113
1637142120,1.13116,1.13149,1.13113,1.13149
1637142180,1.13149,1.13172,1.13149,1.13172
1637142240,1.13173,1.13183,1.13163,1.13167
1637142300,1.13164,1.13166,1.13134,1.13135
1637142360,1.13134,1.13141,1.13128,1.13135
1637142420,1.13136,1.13145,1.13123,1.13126
1637142480,1.13127,1.13145,1.13125,1.13136
1637142540,1.13137,1.13141,1.13129,1.13129
1637142600,1.13127,1.13132,1.13105,1.13106
1637142660,1.13107,1.13123,1.13107,1.13112
1637142720,1.13113,1.13144,1.13113,1.13135
1637142780,1.13136,1.13148,1.13127,1.1313
1637142840,1.13129,1.13129,1.13099,1.13103
1637142900,1.13101,1.13101,1.1309,1.13093
1637142960,1.13092,1.13107,1.13092,1.13093
1637143020,1.13094,1.13119,1.13094,1.13114
1637143080,1.13114,1.13138,1.13109,1.13137
1637143140,1.13135,1.13146,1.1312,1.13121
1637143200,1.13121,1.13137,1.13114,1.13118
1637143260,1.13117,1.13132,1.13105,1.13132
1637143320,1.1313,1.1313,1.13114,1.13114
1637143380,1.13116,1.13116,1.1309,1.13096
1637143440,1.13097,1.13105,1.13093,1.13097
1637143500,1.13094,1.13105,1.13079,1.13101
1637143560,1.13102,1.13105,1.1307,1.13087
1637143620,1.1309,1.13099,1.13088,1.13097
1637143680,1.13096,1.13113,1.13088,1.13112
1637143740,1.13111,1.13132,1.13111,1.13122
1637143800,1.13125,1.13126,1.13111,1.13125
1637143860,1.13123,1.13127,1.13119,1.13125
1637143920,1.13123,1.13127,1.13111,1.13114
1637143980,1.13113,1.13114,1.13097,1.13101
1637144040,1.131,1.13103,1.13084,1.13086
1637144100,1.13086,1.13088,1.13085,1.13088
1637144160,1.13087,1.1309,1.13082,1.13088
1637144220,1.13088,1.13123,1.13088,1.13122
1637144280,1.13121,1.13123,1.13117,1.13123
1637144340,1.13123,1.13125,1.13116,1.13117
1637144400,1.13118,1.13129,1.13117,1.13126
1637144460,1.13126,1.13144,1.13119,1.13141
1637144520,1.13139,1.13149,1.13139,1.13149
1637144580,1.13148,1.13161,1.13145,1.13156
1637144640,1.13157,1.13158,1.13152,1.13155
1637144700,1.13152,1.13153,1.13144,1.13147
1637144760,1.13146,1.13158,1.13146,1.13151
1637144820,1.13149,1.13155,1.13143,1.13144
1637144880,1.13145,1.13145,1.13137,1.13139
1637144940,1.13138,1.1314,1.13122,1.13127
1637145000,1.13128,1.1313,1.13114,1.13127
1637145060,1.13123,1.13141,1.13119,1.13135
1637145120,1.13135,1.13154,1.13134,1.13152
1637145180,1.13151,1.13157,1.13149,1.13155
1637145240,1.13153,1.13163,1.13149,1.13155
1637145300,1.13153,1.13156,1.13145,1.13147
1637145360,1.13147,1.13149,1.13132,1.13145
1637145420,1.13144,1.13153,1.13137,1.13143
1637145480,1.13145,1.13148,1.13123,1.13125
1637145540,1.13126,1.13126,1.13111,1.13118
1637145600,1.13113,1.13114,1.13102,1.13103
1637145660,1.131,1.131,1.13092,1.13095
1637145720,1.13096,1.13108,1.13094,1.13108
1637145780,1.13107,1.13112,1.13091,1.13092
1637145840,1.13093,1.13103,1.13092,1.13101
1637145900,1.13102,1.13114,1.13095,1.13114
1637145960,1.13116,1.13128,1.13112,1.13122
1637146020,1.13123,1.1313,1.13113,1.13125
1637146080,1.13128,1.13151,1.13128,1.13151
1637146140,1.13151,1.13151,1.1312,1.13132
1637146200,1.13132,1.13132,1.13121,1.13123
1637146260,1.13125,1.13125,1.13114,1.13114
1637146320,1.13113,1.13114,1.13103,1.13103
1637146380,1.13104,1.13104,1.13088,1.13097
1637146440,1.13096,1.13096,1.13088,1.13092
1637146500,1.13092,1.13093,1.13079,1.13081
1637146560,1.13081,1.13085,1.13078,1.13083
1637146620,1.13082,1.13082,1.13072,1.13079
1637146680,1.13078,1.13078,1.13066,1.13077
1637146740,1.13078,1.13085,1.13072,1.13073
1637146800,1.13075,1.13081,1.13067,1.13072
1637146860,1.1307,1.13088,1.13068,1.13088
1637146920,1.13088,1.131,1.13087,1.13099
1637146980,1.13095,1.13104,1.13095,1.131
1637147040,1.13102,1.13103,1.13095,1.13097
1637147100,1.13097,1.13097,1.13084,1.13086
1637147160,1.13087,1.13088,1.13085,1.13088
1637147220,1.13086,1.13118,1.13081,1.13118
1637147280,1.13117,1.13118,1.13097,1.13097
1637147340,1.13099,1.13101,1.13095,1.13097
1637147400,1.13097,1.13103,1.13095,1.13099
1637147460,1.13097,1.13108,1.13097,1.13101
1637147520,1.131,1.13118,1.13095,1.13096
1637147580,1.13097,1.13097,1.13081,1.13088
1637147640,1.13088,1.13099,1.13088,1.13094
1637147700,1.13095,1.13108,1.13087,1.13107
1637147760,1.13108,1.13132,1.13107,1.13117
1637147820,1.13118,1.13134,1.13117,1.13134
1637147880,1.13132,1.13137,1.1313,1.13137
1637147940,1.13141,1.13144,1.13116,1.13116
1637148000,1.13112,1.13113,1.13102,1.13102
1637148060,1.13106,1.13111,1.13097,1.13108
1637148120,1.13107,1.13116,1.13094,1.13099
1637148180,1.13101,1.13113,1.131,1.13112
1637148240,1.13112,1.13116,1.13111,1.13114
1637148300,1.13116,1.13137,1.13116,1.13137
1637148360,1.13134,1.13134,1.13123,1.13126
1637148420,1.13125,1.13134,1.13123,1.13128
1637148480,1.13129,1.13139,1.13126,1.13138
1637148540,1.13139,1.13143,1.13132,1.13139
1637148600,1.13139,1.13144,1.13137,1.13143
1637148660,1.13142,1.13158,1.13142,1.13158
1637148720,1.13157,1.13167,1.13156,1.13163
1637148780,1.13165,1.13167,1.13156,1.13158
1637148840,1.13158,1.13167,1.13157,1.13162
1637148900,1.13161,1.13161,1.13144,1.13156
1637148960,1.13156,1.13167,1.13154,1.13157
1637149020,1.13156,1.13164,1.13155,1.13161
1637149080,1.13161,1.13163,1.13138,1.13141
1637149140,1.1314,1.13141,1.1313,1.13131
1637149200,1.13134,1.13136,1.13129,1.13136
1637149260,1.13136,1.13154,1.13136,1.13148
1637149320,1.13147,1.13153,1.13141,1.13151
1637149380,1.13149,1.13149,1.1314,1.1314
1637149440,1.13139,1.13148,1.13132,1.13144
1637149500,1.13143,1.13144,1.13132,1.13134
1637149560,1.13132,1.13134,1.13128,1.13132
1637149620,1.13132,1.13139,1.13132,1.13139
1637149680,1.13138,1.13142,1.13131,1.13135
1637149740,1.13136,1.13143,1.13132,1.13135
1637149800,1.13134,1.13147,1.13132,1.13142
1637149860,1.13141,1.13161,1.13141,1.13161
1637149920,1.13163,1.13167,1.13156,1.13166
1637149980,1.13165,1.13186,1.13158,1.13186
1637150040,1.13185,1.13193,1.13176,1.13181
1637150100,1.13181,1.13185,1.13176,1.13184
1637150160,1.13185,1.13207,1.13185,1.13202
1637150220,1.13205,1.13208,1.13199,1.13202
1637150280,1.13204,1.1323,1.13202,1.13228
1637150340,1.13226,1.13243,1.13222,1.13242
1637150400,1.13241,1.13245,1.13232,1.13243
1637150460,1.13242,1.13266,1.13237,1.13255
1637150520,1.13253,1.13258,1.13237,1.13237
1637150580,1.13236,1.13258,1.13228,1.13258
1637150640,1.13257,1.13281,1.13254,1.1328
1637150700,1.13278,1.13278,1.13264,1.13266
1637150760,1.13264,1.13264,1.1325,1.13263
1637150820,1.13262,1.13272,1.13262,1.13272
1637150880,1.13272,1.13275,1.13267,1.13271
1637150940,1.13272,1.13281,1.13269,1.13277
1637151060,1.13255,1.13281,1.13251,1.13281
1637151060,1.13255,1.13281,1.13251,1.13281
1637151120,1.13281,1.13287,1.13278,1.13285
1637151180,1.13286,1.13292,1.13284,1.13286
1637151300,1.13272,1.1329,1.13262,1.1329
1637151300,1.13272,1.1329,1.13262,1.1329
1637151360,1.1329,1.13313,1.13288,1.13306
1637151600,1.13307,1.13309,1.13292,1.13296
1637151660,1.13295,1.13298,1.13283,1.13286
1637151720,1.13288,1.13288,1.13276,1.13276
1637151780,1.13277,1.13289,1.13277,1.13288
1637151840,1.13287,1.13288,1.13272,1.13276
1637151960,1.13269,1.13269,1.13246,1.13246
1637152020,1.13248,1.13257,1.13246,1.13252
1637152080,1.13253,1.13257,1.13251,1.13253
1637152140,1.13252,1.13252,1.13239,1.13243
1637152200,1.13242,1.13243,1.13237,1.13242
1637152320,1.13239,1.13239,1.13225,1.13226
1637152320,1.13239,1.13239,1.13225,1.13226
1637152380,1.13227,1.13227,1.13218,1.13218
1637152440,1.13217,1.1323,1.13217,1.13226
1637152500,1.13226,1.13233,1.13226,1.13226
1637152560,1.13226,1.13227,1.13213,1.13216
1637152620,1.13217,1.1322,1.13217,1.13218
1637152680,1.13217,1.13217,1.13206,1.13207
1637152740,1.13206,1.13207,1.132,1.13207
1637152800,1.13206,1.13208,1.13206,1.13207
1637152860,1.13208,1.13216,1.13207,1.13207
1637152920,1.13207,1.13214,1.13206,1.13207
1637152980,1.13207,1.13217,1.13207,1.13214
1637153100,1.13216,1.13228,1.13211,1.13226
1637153100,1.13216,1.13228,1.13211,1.13226
1637153220,1.13221,1.13221,1.13196,1.13196
1637153220,1.13221,1.13221,1.13196,1.13196
1637153280,1.13196,1.13202,1.1318,1.13183
1637153340,1.13183,1.13188,1.13181,1.13187
1637153460,1.13221,1.13237,1.13218,1.13237
1637153460,1.13221,1.13237,1.13218,1.13237
1637153520,1.13237,1.13246,1.13231,1.13244
1637153640,1.13237,1.13239,1.13226,1.13236
1637153640,1.13237,1.13239,1.13226,1.13236
1637153700,1.13235,1.13236,1.1322,1.13227
1637153760,1.13227,1.13232,1.13213,1.13218
1637153820,1.13219,1.13223,1.13191,1.13191
1637153880,1.13192,1.13195,1.13176,1.13191
1637153940,1.13192,1.13193,1.13154,1.13165
1637154000,1.13164,1.13175,1.13162,1.13167
1637154060,1.13167,1.13179,1.13167,1.13176
1637154120,1.13178,1.13195,1.13176,1.13189
1637154240,1.13188,1.13211,1.13185,1.13199
1637154240,1.13188,1.13211,1.13185,1.13199
1637154300,1.132,1.13205,1.13193,1.13197
1637154420,1.13206,1.13214,1.13197,1.13207
1637154420,1.13206,1.13214,1.13197,1.13207
1637154480,1.13206,1.13213,1.1319,1.1319
1637154600,1.13171,1.13178,1.13163,1.13169
